,restaurant,item,nutrient,nutrient_value
95,Mcdonalds,Garlic White Cheddar Burger,protein,64.0
96,Mcdonalds,Grilled Garlic White Cheddar Chicken Sandwich,calories,26.5
97,Mcdonalds,Grilled Garlic White Cheddar Chicken Sandwich,total_fat,28.57142857142857
98,Mcdonalds,Grilled Garlic White Cheddar Chicken Sandwich,sat_fat,35.0
99,Mcdonalds,Grilled Garlic White Cheddar Chicken Sandwich,cholesterol,41.66666666666667
100,Mcdonalds,Grilled Garlic White Cheddar Chicken Sandwich,sodium,47.91666666666667
101,Mcdonalds,Grilled Garlic White Cheddar Chicken Sandwich,fiber,12.0
102,Mcdonalds,Grilled Garlic White Cheddar Chicken Sandwich,sugar,12.222222222222221
103,Mcdonalds,Grilled Garlic White Cheddar Chicken Sandwich,protein,84.0
104,Mcdonalds,Crispy Garlic White Cheddar Chicken Sandwich,calories,35.0
105,Mcdonalds,Crispy Garlic White Cheddar Chicken Sandwich,total_fat,48.57142857142857
106,Mcdonalds,Crispy Garlic White Cheddar Chicken Sandwich,sat_fat,45.0
107,Mcdonalds,Crispy Garlic White Cheddar Chicken Sandwich,cholesterol,28.333333333333332
108,Mcdonalds,Crispy Garlic White Cheddar Chicken Sandwich,sodium,49.583333333333336
109,Mcdonalds,Crispy Garlic White Cheddar Chicken Sandwich,fiber,20.0
110,Mcdonalds,Crispy Garlic White Cheddar Chicken Sandwich,sugar,12.222222222222221
111,Mcdonalds,Crispy Garlic White Cheddar Chicken Sandwich,protein,66.0
112,Mcdonalds,Hamburger,calories,12.5
113,Mcdonalds,Hamburger,total_fat,11.428571428571429
114,Mcdonalds,Hamburger,sat_fat,15.0
115,Mcdonalds,Hamburger,cholesterol,10.0
116,Mcdonalds,Hamburger,sodium,20.0
117,Mcdonalds,Hamburger,fiber,8.0
118,Mcdonalds,Hamburger,sugar,6.666666666666667
119,Mcdonalds,Hamburger,protein,26.0
120,Mcdonalds,Lobster Roll,calories,14.499999999999998
121,Mcdonalds,Lobster Roll,total_fat,7.142857142857142
122,Mcdonalds,Lobster Roll,sat_fat,7.5
123,Mcdonalds,Lobster Roll,cholesterol,21.666666666666668
124,Mcdonalds,Lobster Roll,sodium,26.25
125,Mcdonalds,Lobster Roll,fiber,8.0
126,Mcdonalds,Lobster Roll,sugar,3.3333333333333335
127,Mcdonalds,Lobster Roll,protein,48.0
128,Mcdonalds,Maple Bacon Dijon 1/4 lb Burger,calories,32.0
129,Mcdonalds,Maple Bacon Dijon 1/4 lb Burger,total_fat,51.42857142857142
130,Mcdonalds,Maple Bacon Dijon 1/4 lb Burger,sat_fat,70.0
131,Mcdonalds,Maple Bacon Dijon 1/4 lb Burger,cholesterol,36.666666666666664
132,Mcdonalds,Maple Bacon Dijon 1/4 lb Burger,sodium,52.5
133,Mcdonalds,Maple Bacon Dijon 1/4 lb Burger,fiber,12.0
134,Mcdonalds,Maple Bacon Dijon 1/4 lb Burger,sugar,11.11111111111111
135,Mcdonalds,Maple Bacon Dijon 1/4 lb Burger,protein,74.0
136,Mcdonalds,Grilled Maple Bacon Dijon Chicken Sandwich,calories,28.999999999999996
137,Mcdonalds,Grilled Maple Bacon Dijon Chicken Sandwich,total_fat,30.0
138,Mcdonalds,Grilled Maple Bacon Dijon Chicken Sandwich,sat_fat,40.0
139,Mcdonalds,Grilled Maple Bacon Dijon Chicken Sandwich,cholesterol,45.0
140,Mcdonalds,Grilled Maple Bacon Dijon Chicken Sandwich,sodium,78.75
141,Mcdonalds,Grilled Maple Bacon Dijon Chicken Sandwich,fiber,12.0
142,Mcdonalds,Grilled Maple Bacon Dijon Chicken Sandwich,sugar,15.555555555555555
143,Mcdonalds,Grilled Maple Bacon Dijon Chicken Sandwich,protein,96.0
144,Mcdonalds,Crispy Maple Bacon Dijon Chicken Sandwich,calories,37.0
145,Mcdonalds,Crispy Maple Bacon Dijon Chicken Sandwich,total_fat,50.0
146,Mcdonalds,Crispy Maple Bacon Dijon Chicken Sandwich,sat_fat,45.0
147,Mcdonalds,Crispy Maple Bacon Dijon Chicken Sandwich,cholesterol,31.666666666666664
148,Mcdonalds,Crispy Maple Bacon Dijon Chicken Sandwich,sodium,74.16666666666667
149,Mcdonalds,Crispy Maple Bacon Dijon Chicken Sandwich,fiber,20.0
150,Mcdonalds,Crispy Maple Bacon Dijon Chicken Sandwich,sugar,15.555555555555555
151,Mcdonalds,Crispy Maple Bacon Dijon Chicken Sandwich,protein,78.0
152,Mcdonalds,McChicken,calories,17.5
153,Mcdonalds,McChicken,total_fat,21.428571428571427
154,Mcdonalds,McChicken,sat_fat,17.5
155,Mcdonalds,McChicken,cholesterol,13.333333333333334
156,Mcdonalds,McChicken,sodium,25.0
157,Mcdonalds,McChicken,fiber,8.0
158,Mcdonalds,McChicken,sugar,5.555555555555555
159,Mcdonalds,McChicken,protein,30.0
160,Mcdonalds,McDouble,calories,19.0
161,Mcdonalds,McDouble,total_fat,25.71428571428571
162,Mcdonalds,McDouble,sat_fat,40.0
163,Mcdonalds,McDouble,cholesterol,23.333333333333332
164,Mcdonalds,McDouble,sodium,35.0
165,Mcdonalds,McDouble,fiber,8.0
166,Mcdonalds,McDouble,sugar,7.777777777777778
167,Mcdonalds,McDouble,protein,46.0
168,Mcdonalds,McRib,calories,24.0
169,Mcdonalds,McRib,total_fat,31.428571428571427
170,Mcdonalds,McRib,sat_fat,35.0
171,Mcdonalds,McRib,cholesterol,26.666666666666668
172,Mcdonalds,McRib,sodium,36.25
173,Mcdonalds,McRib,fiber,8.0
174,Mcdonalds,McRib,sugar,13.333333333333334
175,Mcdonalds,McRib,protein,50.0
176,Mcdonalds,Pico Guacamole 1/4 lb Burger,calories,28.999999999999996
177,Mcdonalds,Pico Guacamole 1/4 lb Burger,total_fat,47.14285714285714
178,Mcdonalds,Pico Guacamole 1/4 lb Burger,sat_fat,60.0
179,Mcdonalds,Pico Guacamole 1/4 lb Burger,cholesterol,31.666666666666664
180,Mcdonalds,Pico Guacamole 1/4 lb Burger,sodium,38.333333333333336
181,Mcdonalds,Pico Guacamole 1/4 lb Burger,fiber,16.0
182,Mcdonalds,Pico Guacamole 1/4 lb Burger,sugar,7.777777777777778
183,Mcdonalds,Pico Guacamole 1/4 lb Burger,protein,57.99999999999999
184,Mcdonalds,Grilled Pico Guacamole Chicken Sandwich,calories,26.0
185,Mcdonalds,Grilled Pico Guacamole Chicken Sandwich,total_fat,25.71428571428571
186,Mcdonalds,Grilled Pico Guacamole Chicken Sandwich,sat_fat,30.0
187,Mcdonalds,Grilled Pico Guacamole Chicken Sandwich,cholesterol,38.333333333333336
188,Mcdonalds,Grilled Pico Guacamole Chicken Sandwich,sodium,64.16666666666667
189,Mcdonalds,Grilled Pico Guacamole Chicken Sandwich,fiber,16.0
190,Mcdonalds,Grilled Pico Guacamole Chicken Sandwich,sugar,13.333333333333334
191,Mcdonalds,Grilled Pico Guacamole Chicken Sandwich,protein,80.0
192,Mcdonalds,Crispy Pico Guacamole Chicken Sandwich,calories,34.0
193,Mcdonalds,Crispy Pico Guacamole Chicken Sandwich,total_fat,45.714285714285715
194,Mcdonalds,Crispy Pico Guacamole Chicken Sandwich,sat_fat,35.0
195,Mcdonalds,Crispy Pico Guacamole Chicken Sandwich,cholesterol,26.666666666666668
196,Mcdonalds,Crispy Pico Guacamole Chicken Sandwich,sodium,59.583333333333336
197,Mcdonalds,Crispy Pico Guacamole Chicken Sandwich,fiber,24.0
198,Mcdonalds,Crispy Pico Guacamole Chicken Sandwich,sugar,13.333333333333334
199,Mcdonalds,Crispy Pico Guacamole Chicken Sandwich,protein,62.0
200,Mcdonalds,Premium Buttermilk Crispy Chicken Deluxe Sandwich,calories,28.499999999999996
201,Mcdonalds,Premium Buttermilk Crispy Chicken Deluxe Sandwich,total_fat,32.857142857142854
202,Mcdonalds,Premium Buttermilk Crispy Chicken Deluxe Sandwich,sat_fat,25.0
203,Mcdonalds,Premium Buttermilk Crispy Chicken Deluxe Sandwich,cholesterol,20.0
204,Mcdonalds,Premium Buttermilk Crispy Chicken Deluxe Sandwich,sodium,43.75
205,Mcdonalds,Premium Buttermilk Crispy Chicken Deluxe Sandwich,fiber,16.0
206,Mcdonalds,Premium Buttermilk Crispy Chicken Deluxe Sandwich,sugar,12.222222222222221
207,Mcdonalds,Premium Buttermilk Crispy Chicken Deluxe Sandwich,protein,56.00000000000001
208,Mcdonalds,Premium Crispy Chicken Deluxe Sandwich,calories,26.5
209,Mcdonalds,Premium Crispy Chicken Deluxe Sandwich,total_fat,31.428571428571427
210,Mcdonalds,Premium Crispy Chicken Deluxe Sandwich,sat_fat,20.0
211,Mcdonalds,Premium Crispy Chicken Deluxe Sandwich,cholesterol,15.0
212,Mcdonalds,Premium Crispy Chicken Deluxe Sandwich,sodium,41.66666666666667
213,Mcdonalds,Premium Crispy Chicken Deluxe Sandwich,fiber,12.0
214,Mcdonalds,Premium Crispy Chicken Deluxe Sandwich,sugar,14.444444444444443
215,Mcdonalds,Premium Crispy Chicken Deluxe Sandwich,protein,50.0
216,Mcdonalds,Quarter Pounder® with Cheese,calories,26.5
217,Mcdonalds,Quarter Pounder® with Cheese,total_fat,38.57142857142858
218,Mcdonalds,Quarter Pounder® with Cheese,sat_fat,65.0
219,Mcdonalds,Quarter Pounder® with Cheese,cholesterol,33.33333333333333
220,Mcdonalds,Quarter Pounder® with Cheese,sodium,45.416666666666664
221,Mcdonalds,Quarter Pounder® with Cheese,fiber,12.0
222,Mcdonalds,Quarter Pounder® with Cheese,sugar,11.11111111111111
223,Mcdonalds,Quarter Pounder® with Cheese,protein,62.0
224,Mcdonalds,Signature Sriracha Burger,calories,33.5
225,Mcdonalds,Signature Sriracha Burger,total_fat,50.0
226,Mcdonalds,Signature Sriracha Burger,sat_fat,60.0
227,Mcdonalds,Signature Sriracha Burger,cholesterol,31.666666666666664
228,Mcdonalds,Signature Sriracha Burger,sodium,42.083333333333336
229,Mcdonalds,Signature Sriracha Burger,fiber,16.0
230,Mcdonalds,Signature Sriracha Burger,sugar,14.444444444444443
231,Mcdonalds,Signature Sriracha Burger,protein,64.0
232,Mcdonalds,Grilled Signature Sriracha Chicken Sandwich,calories,28.000000000000004
233,Mcdonalds,Grilled Signature Sriracha Chicken Sandwich,total_fat,28.57142857142857
234,Mcdonalds,Grilled Signature Sriracha Chicken Sandwich,sat_fat,25.0
235,Mcdonalds,Grilled Signature Sriracha Chicken Sandwich,cholesterol,38.333333333333336
236,Mcdonalds,Grilled Signature Sriracha Chicken Sandwich,sodium,64.58333333333334
237,Mcdonalds,Grilled Signature Sriracha Chicken Sandwich,fiber,16.0
238,Mcdonalds,Grilled Signature Sriracha Chicken Sandwich,sugar,15.555555555555555
239,Mcdonalds,Grilled Signature Sriracha Chicken Sandwich,protein,82.0
240,Mcdonalds,Crispy Signature Sriracha Chicken Sandwich,calories,36.5
241,Mcdonalds,Crispy Signature Sriracha Chicken Sandwich,total_fat,47.14285714285714
242,Mcdonalds,Crispy Signature Sriracha Chicken Sandwich,sat_fat,35.0
243,Mcdonalds,Crispy Signature Sriracha Chicken Sandwich,cholesterol,26.666666666666668
244,Mcdonalds,Crispy Signature Sriracha Chicken Sandwich,sodium,59.583333333333336
245,Mcdonalds,Crispy Signature Sriracha Chicken Sandwich,fiber,20.0
246,Mcdonalds,Crispy Signature Sriracha Chicken Sandwich,sugar,14.444444444444443
247,Mcdonalds,Crispy Signature Sriracha Chicken Sandwich,protein,64.0
248,Mcdonalds,Sweet BBQ Bacon 1/4 lb Burger,calories,34.5
249,Mcdonalds,Sweet BBQ Bacon 1/4 lb Burger,total_fat,52.85714285714286
250,Mcdonalds,Sweet BBQ Bacon 1/4 lb Burger,sat_fat,70.0
251,Mcdonalds,Sweet BBQ Bacon 1/4 lb Burger,cholesterol,36.666666666666664
252,Mcdonalds,Sweet BBQ Bacon 1/4 lb Burger,sodium,54.58333333333333
253,Mcdonalds,Sweet BBQ Bacon 1/4 lb Burger,fiber,12.0
254,Mcdonalds,Sweet BBQ Bacon 1/4 lb Burger,sugar,15.555555555555555
255,Mcdonalds,Sweet BBQ Bacon 1/4 lb Burger,protein,76.0
256,Mcdonalds,Grilled Sweet BBQ Bacon Chicken Sandwich,calories,31.5
257,Mcdonalds,Grilled Sweet BBQ Bacon Chicken Sandwich,total_fat,31.428571428571427
258,Mcdonalds,Grilled Sweet BBQ Bacon Chicken Sandwich,sat_fat,35.0
259,Mcdonalds,Grilled Sweet BBQ Bacon Chicken Sandwich,cholesterol,45.0
260,Mcdonalds,Grilled Sweet BBQ Bacon Chicken Sandwich,sodium,80.41666666666667
261,Mcdonalds,Grilled Sweet BBQ Bacon Chicken Sandwich,fiber,16.0
262,Mcdonalds,Grilled Sweet BBQ Bacon Chicken Sandwich,sugar,20.0
263,Mcdonalds,Grilled Sweet BBQ Bacon Chicken Sandwich,protein,96.0
264,Mcdonalds,Crispy Sweet BBQ Bacon Chicken Sandwich,calories,40.0
265,Mcdonalds,Crispy Sweet BBQ Bacon Chicken Sandwich,total_fat,51.42857142857142
266,Mcdonalds,Crispy Sweet BBQ Bacon Chicken Sandwich,sat_fat,45.0
267,Mcdonalds,Crispy Sweet BBQ Bacon Chicken Sandwich,cholesterol,31.666666666666664
268,Mcdonalds,Crispy Sweet BBQ Bacon Chicken Sandwich,sodium,75.83333333333333
269,Mcdonalds,Crispy Sweet BBQ Bacon Chicken Sandwich,fiber,20.0
270,Mcdonalds,Crispy Sweet BBQ Bacon Chicken Sandwich,sugar,20.0
271,Mcdonalds,Crispy Sweet BBQ Bacon Chicken Sandwich,protein,78.0
272,Mcdonalds,3 piece Buttermilk Crispy Chicken Tenders,calories,18.5
273,Mcdonalds,3 piece Buttermilk Crispy Chicken Tenders,total_fat,30.0
274,Mcdonalds,3 piece Buttermilk Crispy Chicken Tenders,sat_fat,17.5
275,Mcdonalds,3 piece Buttermilk Crispy Chicken Tenders,cholesterol,23.333333333333332
276,Mcdonalds,3 piece Buttermilk Crispy Chicken Tenders,sodium,37.916666666666664
277,Mcdonalds,3 piece Buttermilk Crispy Chicken Tenders,fiber,0.0
278,Mcdonalds,3 piece Buttermilk Crispy Chicken Tenders,sugar,0.0
279,Mcdonalds,3 piece Buttermilk Crispy Chicken Tenders,protein,56.00000000000001
280,Mcdonalds,4 piece Buttermilk Crispy Chicken Tenders,calories,24.0
281,Mcdonalds,4 piece Buttermilk Crispy Chicken Tenders,total_fat,40.0
282,Mcdonalds,4 piece Buttermilk Crispy Chicken Tenders,sat_fat,22.5
283,Mcdonalds,4 piece Buttermilk Crispy Chicken Tenders,cholesterol,31.666666666666664
284,Mcdonalds,4 piece Buttermilk Crispy Chicken Tenders,sodium,53.75
285,Mcdonalds,4 piece Buttermilk Crispy Chicken Tenders,fiber,0.0
286,Mcdonalds,4 piece Buttermilk Crispy Chicken Tenders,sugar,1.1111111111111112
287,Mcdonalds,4 piece Buttermilk Crispy Chicken Tenders,protein,76.0
288,Mcdonalds,6 piece Buttermilk Crispy Chicken Tenders,calories,38.0
289,Mcdonalds,6 piece Buttermilk Crispy Chicken Tenders,total_fat,62.857142857142854
290,Mcdonalds,6 piece Buttermilk Crispy Chicken Tenders,sat_fat,40.0
291,Mcdonalds,6 piece Buttermilk Crispy Chicken Tenders,cholesterol,48.333333333333336
292,Mcdonalds,6 piece Buttermilk Crispy Chicken Tenders,sodium,78.75
293,Mcdonalds,6 piece Buttermilk Crispy Chicken Tenders,fiber,4.0
294,Mcdonalds,6 piece Buttermilk Crispy Chicken Tenders,sugar,1.1111111111111112
295,Mcdonalds,6 piece Buttermilk Crispy Chicken Tenders,protein,115.99999999999999
296,Mcdonalds,10 piece Buttermilk Crispy Chicken Tenders,calories,60.5
297,Mcdonalds,10 piece Buttermilk Crispy Chicken Tenders,total_fat,100.0
298,Mcdonalds,10 piece Buttermilk Crispy Chicken Tenders,sat_fat,60.0
299,Mcdonalds,10 piece Buttermilk Crispy Chicken Tenders,cholesterol,80.0
300,Mcdonalds,10 piece Buttermilk Crispy Chicken Tenders,sodium,134.58333333333334
301,Mcdonalds,10 piece Buttermilk Crispy Chicken Tenders,fiber,4.0
302,Mcdonalds,10 piece Buttermilk Crispy Chicken Tenders,sugar,4.444444444444445
303,Mcdonalds,10 piece Buttermilk Crispy Chicken Tenders,protein,188.0
304,Mcdonalds,12 piece Buttermilk Crispy Chicken Tenders,calories,75.5
305,Mcdonalds,12 piece Buttermilk Crispy Chicken Tenders,total_fat,125.71428571428571
306,Mcdonalds,12 piece Buttermilk Crispy Chicken Tenders,sat_fat,75.0
307,Mcdonalds,12 piece Buttermilk Crispy Chicken Tenders,cholesterol,98.33333333333333
308,Mcdonalds,12 piece Buttermilk Crispy Chicken Tenders,sodium,157.08333333333334
309,Mcdonalds,12 piece Buttermilk Crispy Chicken Tenders,fiber,4.0
310,Mcdonalds,12 piece Buttermilk Crispy Chicken Tenders,sugar,2.2222222222222223
311,Mcdonalds,12 piece Buttermilk Crispy Chicken Tenders,protein,229.99999999999997
312,Mcdonalds,20 piece Buttermilk Crispy Chicken Tenders,calories,121.50000000000001
313,Mcdonalds,20 piece Buttermilk Crispy Chicken Tenders,total_fat,201.42857142857142
314,Mcdonalds,20 piece Buttermilk Crispy Chicken Tenders,sat_fat,120.0
315,Mcdonalds,20 piece Buttermilk Crispy Chicken Tenders,cholesterol,158.33333333333331
316,Mcdonalds,20 piece Buttermilk Crispy Chicken Tenders,sodium,253.33333333333331
317,Mcdonalds,20 piece Buttermilk Crispy Chicken Tenders,fiber,8.0
318,Mcdonalds,20 piece Buttermilk Crispy Chicken Tenders,sugar,3.3333333333333335
319,Mcdonalds,20 piece Buttermilk Crispy Chicken Tenders,protein,372.0
320,Mcdonalds,4 Piece Chicken McNuggets,calories,9.0
321,Mcdonalds,4 Piece Chicken McNuggets,total_fat,15.714285714285714
322,Mcdonalds,4 Piece Chicken McNuggets,sat_fat,10.0
323,Mcdonalds,4 Piece Chicken McNuggets,cholesterol,10.0
324,Mcdonalds,4 Piece Chicken McNuggets,sodium,14.166666666666666
325,Mcdonalds,4 Piece Chicken McNuggets,fiber,4.0
326,Mcdonalds,4 Piece Chicken McNuggets,sugar,0.0
327,Mcdonalds,4 Piece Chicken McNuggets,protein,20.0
328,Mcdonalds,6 Piece Chicken McNuggets,calories,13.5
329,Mcdonalds,6 Piece Chicken McNuggets,total_fat,22.857142857142858
330,Mcdonalds,6 Piece Chicken McNuggets,sat_fat,12.5
331,Mcdonalds,6 Piece Chicken McNuggets,cholesterol,15.0
332,Mcdonalds,6 Piece Chicken McNuggets,sodium,21.25
333,Mcdonalds,6 Piece Chicken McNuggets,fiber,4.0
334,Mcdonalds,6 Piece Chicken McNuggets,sugar,0.0
335,Mcdonalds,6 Piece Chicken McNuggets,protein,30.0
336,Mcdonalds,10 Piece Chicken McNuggets,calories,22.0
337,Mcdonalds,10 Piece Chicken McNuggets,total_fat,38.57142857142858
338,Mcdonalds,10 Piece Chicken McNuggets,sat_fat,22.5
339,Mcdonalds,10 Piece Chicken McNuggets,cholesterol,25.0
340,Mcdonalds,10 Piece Chicken McNuggets,sodium,35.0
341,Mcdonalds,10 Piece Chicken McNuggets,fiber,8.0
342,Mcdonalds,10 Piece Chicken McNuggets,sugar,0.0
343,Mcdonalds,10 Piece Chicken McNuggets,protein,48.0
344,Mcdonalds,20 Piece Chicken McNuggets,calories,44.5
345,Mcdonalds,20 Piece Chicken McNuggets,total_fat,75.71428571428571
346,Mcdonalds,20 Piece Chicken McNuggets,sat_fat,45.0
347,Mcdonalds,20 Piece Chicken McNuggets,cholesterol,48.333333333333336
348,Mcdonalds,20 Piece Chicken McNuggets,sodium,70.0
349,Mcdonalds,20 Piece Chicken McNuggets,fiber,16.0
350,Mcdonalds,20 Piece Chicken McNuggets,sugar,0.0
351,Mcdonalds,20 Piece Chicken McNuggets,protein,98.0
352,Mcdonalds,40 piece Chicken McNuggets,calories,88.5
353,Mcdonalds,40 piece Chicken McNuggets,total_fat,152.85714285714283
354,Mcdonalds,40 piece Chicken McNuggets,sat_fat,90.0
355,Mcdonalds,40 piece Chicken McNuggets,cholesterol,98.33333333333333
356,Mcdonalds,40 piece Chicken McNuggets,sodium,140.41666666666666
357,Mcdonalds,40 piece Chicken McNuggets,fiber,28.000000000000004
358,Mcdonalds,40 piece Chicken McNuggets,sugar,1.1111111111111112
359,Mcdonalds,40 piece Chicken McNuggets,protein,196.0
360,Mcdonalds,4 piece Sweet N' Spicy Honey BBQ Glazed Tenders,calories,32.0
361,Mcdonalds,4 piece Sweet N' Spicy Honey BBQ Glazed Tenders,total_fat,38.57142857142858
362,Mcdonalds,4 piece Sweet N' Spicy Honey BBQ Glazed Tenders,sat_fat,20.0
363,Mcdonalds,4 piece Sweet N' Spicy Honey BBQ Glazed Tenders,cholesterol,35.0
364,Mcdonalds,4 piece Sweet N' Spicy Honey BBQ Glazed Tenders,sodium,74.16666666666667
365,Mcdonalds,4 piece Sweet N' Spicy Honey BBQ Glazed Tenders,fiber,8.0
366,Mcdonalds,4 piece Sweet N' Spicy Honey BBQ Glazed Tenders,sugar,38.88888888888889
